,Closing Price,LR Predicted,Ridge Predicted,Decision Tree Predicted,Lasso Predicted,ElasticNet Predicted
96,,84.95689401123647,84.95700840268697,84.05,84.64254204538177,84.64313424323686
97,,185.43163611424188,185.4314583216998,184.7,185.49238069462416,185.49107778305134
98,,129.6193889930109,129.61937025867817,129.1,130.1164823641823,130.11488864513325
99,,72.6174036660875,72.61755012536601,72.01,72.92391233998573,72.92314259311442
100,,66.46679396393715,66.46696228356745,67.15,66.24847644254392,66.24951571193021
101,,272.9520817663683,272.95165559982127,273.6,273.06742032802987,273.06716554896775
102,,247.9917199544414,247.991369912235,249.75,246.8733631914574,246.8749710212006
103,,120.48443257486562,120.48443782167456,122.24,121.75146012487566,121.74901776867408
104,,75.76869412627947,75.76883251183614,75.5,75.84868187488712,75.84830039727154
105,,94.35904534703933,94.35913204592599,94.7,94.23430699598597,94.23459080343257
106,,145.31289235996144,145.31283144708206,145.75,145.2347772191562,145.23432804656753
107,,151.26083257984118,151.26075547689985,151.37,150.96684850344596,150.96674222405017
108,,124.6691294698136,124.66912652821925,124.68,124.75035558995751,124.7494136030569
109,,76.115127100988,76.1152605297481,77.05,76.71424592586895,76.71217866409516
110,,118.22367753766171,118.22369390802636,120.6,118.57270409156658,118.57218645649336
111,,142.63028189113817,142.6302354117594,143.7,142.2234561757345,142.22596955839592
112,,57.0448809419524,57.04507117892795,56.95,57.46167688701538,57.46055489831072
113,,134.13617727807264,134.13614970200874,126.25,133.57206912741685,133.5721297569453
114,,179.20300401969564,179.20284445861768,181.65,179.26060543494512,179.25947628704333
115,,74.12574867690627,74.12589406580379,75.3,74.34791868849207,74.3485879308761
116,,124.77557441032185,124.77557288917893,124.13,124.59484664942408,124.59463231805297
117,,121.41676989049971,121.41678063265229,122.0,120.98420589701578,120.9851307815832
118,,140.39240971775575,140.3923693221849,142.25,139.88826076731405,139.89061196252854
119,,135.50813106137508,135.50809792923687,135.47,135.43132082385193,135.43073572577563
120,,214.0000238948329,213.99975402927672,216.1,217.00626766000937,217.0008779947314
121,,115.40522211202969,115.405250532736,116.0,114.94367595070456,114.94480109949808
122,,90.51719285383918,90.5172880044644,89.15,91.05590484670252,91.05515793027308
123,,124.44097064383675,124.44097170451137,124.2,124.25031112381907,124.250820886917
124,,62.918219539035384,62.918397462993795,63.25,63.07290231439225,63.073753268788025
125,,82.18046915880133,82.1805873525184,82.8,82.52522673162268,82.52407324476255
126,,130.0220507493355,130.02203325142332,130.25,129.9544463883311,129.95382688759898
127,,63.98350288540064,63.98367726576694,64.6,63.77351761018528,63.77408771730142
128,,177.10226471570013,177.10211598227912,179.15,177.59999932311484,177.60109406833982
129,,88.54347655188738,88.5435794428102,88.0,88.33873592057503,88.33879788003443
130,,92.78632827888148,92.78641369128313,93.0,93.67652483631271,93.6743887697445
131,,117.38301820808225,117.3830364010501,117.25,117.53738363564963,117.53657180619032
132,,127.72394947698966,127.72393974564918,127.0,127.54728340201683,127.54717493439885
133,,91.91814085208817,91.91822991008817,90.25,92.53118822188031,92.52952394994314
134,,199.81214505157152,199.81192800886643,197.7,200.3447707264014,200.34441478052153
135,,126.4506038762225,126.45060131186565,126.56,126.06869629045892,126.07012706068409
136,,97.69836828719801,97.69844290876941,97.5,97.80819379036443,97.80739369825127
137,,158.60595856167862,158.60586582436872,158.76,158.07456448027625,158.07683517156983
138,,90.90416126428528,90.90425963918392,89.85,90.5640543370202,90.56509784864663
139,,127.18252872803423,127.18252285523054,127.91,126.80300965636305,126.80389903199924
140,,130.02788030822364,130.02786573855852,130.9,130.02523896221018,130.02594688538505
141,,185.78887220840716,185.78869608657848,182.3,185.80462150961995,185.80451549057102
142,,229.01466540307308,229.01437323168798,229.45,228.45142596937578,228.45469647739944
143,,104.65172496006355,104.65177340964733,103.25,106.22183630851214,106.21848364777013
144,,88.50859901428304,88.50870245236152,87.65,88.44159055903219,88.44187544373791
145,,81.8052322294653,81.8053534726118,81.65,81.730551325379,81.73021064458847
146,,120.65984558415971,120.65986111783135,121.1,120.18042679383852,120.18251667407921
147,,134.70247656689048,134.70245131499547,135.45,134.38312548217732,134.38499120110038
148,,272.32209347197823,272.32166534466387,273.7,272.58688562768486,272.584972419646
149,,126.52376119071268,126.52375759127031,126.21,126.09540592024203,126.09645987566927
150,,79.27773738156148,79.27786378246911,79.5,79.65801814728724,79.65682250612895
151,,116.6554372981676,116.65545944402407,117.5,116.44533192098199,116.44529476084239
152,,76.98895028581416,76.98908727309613,77.2,76.71349714275983,76.71399391597495
153,,74.03515443312851,74.0352961240657,74.5,74.29610843067525,74.2950148913821
154,,191.10116840743848,191.10097671888948,193.35,192.48309544891822,192.48306088326186
155,,79.09539924913697,79.0955268263439,78.95,79.60064898993645,79.59976657610252
156,,70.2595589728064,70.25971507427462,70.2,70.01707670010433,70.0175066237164
157,,113.46139544486365,113.46142423452989,114.2,113.74011504582215,113.73903935582425
158,,135.56894091082086,135.5689084756858,136.9,135.62029913050634,135.62012489171266
159,,294.1713344809833,294.17084780193113,291.3,293.77071058289795,293.7704900100332
160,,58.46621505569935,58.466401522405846,58.35,58.805588231868064,58.804587928992696
161,,125.80001870546931,125.8000111186499,125.85,126.24549016885902,126.24398043163367
162,,139.70075457431255,139.70071010609104,138.77,139.65923165088662,139.65895353164365
163,,91.41859444336495,91.41868990824038,91.1,91.11326483434517,91.11367195578711
164,,88.75290849652359,88.75300864553725,89.05,89.0142558012898,89.01343788799389
165,,112.22439513898777,112.22443017577467,112.225,111.76909116326964,111.76910181169484
166,,185.22930247248786,185.22912910913297,184.47,184.50166636675996,184.50195298459442
167,,136.31602911338274,136.31600086677068,135.5,135.31575484837353,135.3182344658039
168,,89.39013484637144,89.39023718360991,89.25,89.14550222059309,89.14639422402148
169,,140.55767674611866,140.55763396559695,139.75,139.99527654753896,139.99676343475514
170,,174.33896155823766,174.33882560197677,175.25,173.60032702940143,173.60338909856065
171,,129.78806136318275,129.7880427533965,130.3,130.5190016226297,130.51771859292296
172,,89.64168238406982,89.64178165970084,90.0,89.36887918180902,89.36871987498331
173,,122.87908309255009,122.87909124949661,122.05,122.38464588072608,122.38627732523476
174,,77.26261779124005,77.2627538985451,77.1,77.04619362008177,77.04665729004228
